product_a_id,product_a,product_b_id,product_b,pair_count,support,product_a_count,product_a_support,confidence_a_to_b,product_b_support,lift
329,Organic Whole Grassmilk Milk,13176,Bag of Organic Bananas,903,0.0012831789871270006,3493,0.004963614841677313,0.25851703406813625,0.11836082765755178,2.1841435142384467
13517,Whole Wheat Bread,24852,Banana,726,0.001031658853437655,2254,0.003202973905851893,0.3220940550133097,0.14753858418322033,2.183117431934403
9339,Organic Chicken & Apple Sausage,13176,Bag of Organic Bananas,711,0.0010103435878707613,2782,0.003953271253806551,0.25557153127246585,0.11836082765755178,2.159257723441237
1158,Mango Chunks,24852,Banana,1275,0.0018117975731859644,4045,0.005748016614539,0.315203955500618,0.14753858418322033,2.136417109094547
9839,Organic Broccoli,13176,Bag of Organic Bananas,2195,0.0031191338612887778,8789,0.012489324604495247,0.2497439981795426,0.11836082765755178,2.110022404558677
17600,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",24852,Banana,1296,0.0018416389449796154,4223,0.006000957765932805,0.30689083589865024,0.14753858418322033,2.08007171546081
17949,Mild Cheddar Cheese Sticks,24852,Banana,731,0.0010387639419599528,2390,0.003396232313658396,0.3058577405857741,0.14753858418322033,2.073069511131716
1463,Organic Milk,13176,Bag of Organic Bananas,1541,0.0021897882825722124,6389,0.009078882113792255,0.24119580529034276,0.11836082765755178,2.037800935189335
4920,Seedless Red Grapes,24852,Banana,5328,0.007571182329360641,17792,0.025282746997744843,0.2994604316546763,0.14753858418322033,2.029709267663788
651,Organic Salted Butter,13176,Bag of Organic Bananas,818,0.0011623924822479364,3420,0.0048598805492517634,0.2391812865497076,0.11836082765755178,2.020780787725821
9076,Blueberries,24852,Banana,3532,0.005019034532151236,11995,0.01704510736499266,0.2944560233430596,0.14753858418322033,1.9957899485967028
12341,Hass Avocados,13176,Bag of Organic Bananas,2572,0.0036548575358700394,10968,0.015585722182512671,0.23450036469730123,0.11836082765755178,1.9812328904607774
5450,Small Hass Avocado,24852,Banana,3225,0.004582782096882145,11035,0.015680930368711463,0.29225192569098324,0.14753858418322033,1.980850821558997
3957,100% Raw Coconut Water,13176,Bag of Organic Bananas,1971,0.002800825895489832,8413,0.011955021947618445,0.23428028051824556,0.11836082765755178,1.9793734561917604
10749,Organic Red Bell Pepper,13176,Bag of Organic Bananas,2974,0.004226106653062791,12730,0.01808955537777045,0.2336213668499607,0.11836082765755178,1.973806465141383
11520,Large Alfresco Eggs,13176,Bag of Organic Bananas,2053,0.0029173493472555174,8800,0.012504955799244303,0.23329545454545456,0.11836082765755178,1.971052916429734
4957,Total 2% Lowfat Greek Strained Yogurt With Blueberry,24852,Banana,1332,0.0018927955823401603,4586,0.006516787192651633,0.29044919319668555,0.14753858418322033,1.9686321026097968
13166,"Organic Milk Reduced Fat, 2% Milkfat",13176,Bag of Organic Bananas,756,0.0010742893845714424,3251,0.004619728557198094,0.23254383266687173,0.11836082765755178,1.9647026577042928
432,Vanilla Almond Breeze Almond Milk,24852,Banana,2022,0.0028732977984172706,6988,0.009930071718763544,0.28935317687464224,0.14753858418322033,1.9612034267274105
14992,Green Beans,24852,Banana,1751,0.0024882020005087243,6105,0.008675313085725734,0.2868140868140868,0.14753858418322033,1.9439937586625315
4605,Yellow Onions,24852,Banana,4649,0.0066063113080325865,16276,0.02312848415778412,0.28563529122634557,0.14753858418322033,1.936004014188114
11777,Red Raspberries,24852,Banana,1721,0.002445571469374937,6028,0.008565894722482347,0.28550099535500995,0.14753858418322033,1.9350937718126766
16797,Strawberries,24852,Banana,8728,0.012402642524523213,30637,0.043535719411528145,0.2848842902372948,0.14753858418322033,1.9309138135927353
7503,Whole Almonds,24852,Banana,715,0.0010160276586885996,2541,0.0036108059870317926,0.2813852813852814,0.14753858418322033,1.9071979234655252
20842,Total 0% Greek Yogurt,24852,Banana,1622,0.0023048907166334383,5772,0.008202114190140695,0.28101178101178104,0.14753858418322033,1.9046663797641399
22124,Total 0% Raspberry Yogurt,24852,Banana,827,0.0011751816415880726,2950,0.004192002228155761,0.2803389830508475,0.14753858418322033,1.900106230534986
11782,Bing Cherries,24852,Banana,858,0.0012192331904263196,3099,0.004403733866120238,0.27686350435624396,0.14753858418322033,1.8765498251794384
