user_id,product_id,label,prediction,probability,product_name
657,5746,1.0,1.0,"[0.49855135241856924,0.5014486475814308]",Heavy Cream
657,260,1.0,1.0,"[0.49747884531913916,0.5025211546808608]",Cantaloupe
722,47144,1.0,1.0,"[0.12482139622385872,0.8751786037761413]",Unsweetened Original Almond Breeze Almond Milk
722,45066,1.0,1.0,"[0.32849436868857906,0.6715056313114209]",Honeycrisp Apple
722,10246,1.0,1.0,"[0.49639726026785075,0.5036027397321492]",Organic Celery Hearts
778,38817,1.0,1.0,"[0.06993311606602351,0.9300668839339765]",Sugarfree
778,16797,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Strawberries
778,24852,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Banana
778,35921,1.0,1.0,"[0.12432584443093367,0.8756741555690664]",Organic Large Grade A Brown Eggs
803,28849,0.0,1.0,"[0.49639726026785075,0.5036027397321492]",No Salt Added Black Beans
809,13176,1.0,1.0,"[0.1261594103462707,0.8738405896537293]",Bag of Organic Bananas
809,37022,1.0,1.0,"[0.15572097481021718,0.8442790251897828]",Plain Cultured Goat Milk Kefir
809,43122,0.0,1.0,"[0.2500646670087574,0.7499353329912426]",Organic Bartlett Pear
859,49520,0.0,1.0,"[0.12347816052922866,0.8765218394707713]",Orange Sparkling Water
859,11598,1.0,1.0,"[0.34290585316406613,0.6570941468359339]",Direct Trade Organic El Gallo Breakfast Blend Whole Bean Coffee
859,260,1.0,1.0,"[0.49639726026785075,0.5036027397321492]",Cantaloupe
863,5876,1.0,1.0,"[0.19711850567742828,0.8028814943225717]",Organic Lemon
863,45603,0.0,1.0,"[0.2508700613608203,0.7491299386391796]",Trilogy Kombucha Drink
932,1463,1.0,1.0,"[0.07318465329485951,0.9268153467051405]",Organic Milk
932,49259,1.0,1.0,"[0.12432584443093367,0.8756741555690664]",Original Probiotic Dairy Culture
932,42701,1.0,1.0,"[0.17146201741079808,0.8285379825892019]",Organic Sour Cream
932,28289,1.0,1.0,"[0.1986574172111695,0.8013425827888305]",Organic Shredded Carrots
932,10164,1.0,1.0,"[0.20427012472758407,0.7957298752724159]",Organic Acai Berry 100% Juice
978,9075,0.0,1.0,"[0.3297069326151147,0.6702930673848853]",Zero Rise Orange
1027,18027,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Ezekiel 4:9 Bread Organic Sprouted Whole Grain
1027,37119,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Uncured Pepperoni
1027,47209,1.0,1.0,"[0.17147155441992654,0.8285284455800734]",Organic Hass Avocado
1027,43772,1.0,1.0,"[0.17146201741079808,0.8285379825892019]",Cherubs Heavenly Salad Tomatoes
1027,46676,1.0,1.0,"[0.34107058469817697,0.658929415301823]",Total 0% Nonfat Greek Yogurt
1027,24891,1.0,1.0,"[0.3420354037820477,0.6579645962179523]",Organic Chocolate 1% Milk with DHA Omega-3
1027,16926,1.0,1.0,"[0.3434797798821132,0.6565202201178868]",Organic Golden Ginger Ale Soda
1027,31717,1.0,1.0,"[0.4961367031241091,0.5038632968758909]",Organic Cilantro
1106,33007,0.0,1.0,"[0.2521130447846282,0.7478869552153717]",Peppermint Patties Candy
1106,37731,1.0,1.0,"[0.2521130447846282,0.7478869552153717]",Chocolate Bars Minis Mix Variety Pack
1107,36086,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Philadelphia Original Cream Cheese
1107,36086,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Philadelphia Original Cream Cheese
1107,36086,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Philadelphia Original Cream Cheese
1107,36086,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Philadelphia Original Cream Cheese
1107,47626,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Large Lemon
1107,20682,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Cinnamon Raisin Swirl Pre-Sliced Bagels
1107,20708,0.0,1.0,"[0.16601665936907764,0.8339833406309224]",Traditional New England Clam Chowder Soup
1107,23554,1.0,1.0,"[0.3334048630261434,0.6665951369738565]",Organic Vanilla Bean Ice Cream
1129,651,1.0,1.0,"[0.49387271701448676,0.5061272829855132]",Organic Salted Butter
1187,46842,1.0,1.0,"[0.2500877458441325,0.7499122541558675]",Plain Pre-Sliced Bagels
1237,24852,1.0,1.0,"[0.0636994437591345,0.9363005562408655]",Banana
1237,24852,1.0,1.0,"[0.0636994437591345,0.9363005562408655]",Banana
1237,9839,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Organic Broccoli
1237,38190,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Organic Drumsticks
1237,28985,1.0,1.0,"[0.11236266572889513,0.8876373342711049]",Michigan Organic Kale
1237,34134,0.0,1.0,"[0.12432584443093367,0.8756741555690664]",Spinach Peas & Pear Stage 2 Baby Food
1237,17461,0.0,1.0,"[0.15500764031082595,0.8449923596891741]",Air Chilled Organic Boneless Skinless Chicken Breasts
1237,38383,1.0,1.0,"[0.25087690345080776,0.7491230965491922]",Organic White Onions
1237,28378,1.0,1.0,"[0.25292969060839793,0.747070309391602]",Stage 2 Sweet Potato Corn & Apple Baby Food
1237,22825,1.0,1.0,"[0.34291405637414424,0.6570859436258558]",Organic D'Anjou Pears
1284,18362,0.0,1.0,"[0.49535557261722357,0.5046444273827764]",Organic Bread with 21 Whole Grains
1309,37642,1.0,1.0,"[0.2521130447846282,0.7478869552153717]",Ccnut Raw Cocoaminos
1338,47626,1.0,1.0,"[0.33979737724294584,0.6602026227570541]",Large Lemon
1338,47766,0.0,1.0,"[0.4919659328607956,0.5080340671392044]",Organic Avocado
1338,22556,1.0,1.0,"[0.4943802001173706,0.5056197998826294]",All Natural Apricot Sparkling Water
1338,5550,0.0,1.0,"[0.4964280242135251,0.503571975786475]",YoBaby Peach Pear Yogurt
1338,5134,1.0,1.0,"[0.4964280242135251,0.503571975786475]",Organic Thompson Seedless Raisins
1408,196,1.0,1.0,"[0.08477304240189694,0.915226957598103]",Soda
1408,43744,1.0,1.0,"[0.10415808293415141,0.8958419170658486]",Medium Roast Ground Coffee
1430,35750,0.0,1.0,"[0.49746974392798443,0.5025302560720155]",Organic Garbanzo Beans No Salt Added
1471,40348,1.0,1.0,"[0.4949143445407659,0.5050856554592341]",Large Burrito Flour Tortillas
1526,27730,1.0,1.0,"[0.060367592807345015,0.939632407192655]",Almond Breeze Original Almond Milk
1526,27845,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Organic Whole Milk
1526,46969,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Organic Bosc Pear
1526,46969,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Organic Bosc Pear
1526,7452,1.0,1.0,"[0.11171713574447298,0.888282864255527]",Base Peanut Butter Chocolate Protein Bar
1526,2051,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Sunrise Crunchy Honey Cereal
1526,11945,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Organic Gluten & Wheat Free Homestyle Waffles
1526,28199,1.0,1.0,"[0.15563895521891818,0.8443610447810819]","Clementines, Bag"
1526,8574,0.0,1.0,"[0.15415966228335462,0.8458403377166454]",Squash & Sweet Peas Stage 2
1526,13176,1.0,1.0,"[0.15635465740472632,0.8436453425952737]",Bag of Organic Bananas
1526,48230,1.0,1.0,"[0.20039722328697637,0.7996027767130236]",Soft Taco Size White Flour Tortillas
1526,39977,1.0,1.0,"[0.25292969060839793,0.747070309391602]",Pumpkin & Spinach Stage 2 Baby Food
1526,36848,0.0,1.0,"[0.25292969060839793,0.747070309391602]",Gluten Free Quick Cooking Oats
1526,14095,1.0,1.0,"[0.25292969060839793,0.747070309391602]","Green Beans, Organic, Cut"
1526,37220,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",Organic Strawberry Fruit Spread
1526,23165,0.0,1.0,"[0.49747884531913916,0.5025211546808608]",Organic Leek
1562,26800,1.0,1.0,"[0.169862586810972,0.830137413189028]",Organic Baby Kale Mix
1562,39236,1.0,1.0,"[0.33244400858304884,0.6675559914169511]",Beef Jalapeno Sea Salt Bone Broth
1577,46321,1.0,1.0,"[0.4964280242135251,0.503571975786475]",Vanilla Almond Butter
1577,6655,1.0,1.0,"[0.4964280242135251,0.503571975786475]",Almond Milk Vanilla Frozen Dessert Sandwich
1680,21903,0.0,1.0,"[0.3346103590151849,0.6653896409848151]",Organic Baby Spinach
1702,5314,0.0,1.0,"[0.33244400858304884,0.6675559914169511]","Supremely Spicy Hummus, Family Size"
1702,24852,0.0,1.0,"[0.49300745613917796,0.506992543860822]",Banana
1794,43691,1.0,1.0,"[0.4949143445407659,0.5050856554592341]",Sweet Gherkin Pickles
1805,21265,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Reconstituted Lemon Juice
1819,5456,1.0,1.0,"[0.059649144685020264,0.9403508553149797]",Green Tea With Ginseng and Honey
1819,33956,1.0,1.0,"[0.060367592807345015,0.939632407192655]",Mighty Mango Juice Smoothie
1819,33956,1.0,1.0,"[0.060367592807345015,0.939632407192655]",Mighty Mango Juice Smoothie
1819,24852,1.0,1.0,"[0.06260992701869657,0.9373900729813034]",Banana
1819,21938,1.0,1.0,"[0.06260992701869657,0.9373900729813034]",Green Bell Pepper
1819,28985,1.0,1.0,"[0.08250446258092806,0.917495537419072]",Michigan Organic Kale
1819,28985,1.0,1.0,"[0.08250446258092806,0.917495537419072]",Michigan Organic Kale
1819,42265,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Organic Baby Carrots
1819,12206,0.0,1.0,"[0.10214481830682604,0.8978551816931739]",Basil Pesto
1819,23986,1.0,1.0,"[0.10490647821810717,0.8950935217818928]",Grassfed Whole Milk Plain Yogurt
1819,23986,1.0,1.0,"[0.10490647821810717,0.8950935217818928]",Grassfed Whole Milk Plain Yogurt
1819,47209,1.0,1.0,"[0.11225771679990933,0.8877422832000906]",Organic Hass Avocado
1819,23452,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",100% Carrot Juice
1819,4605,1.0,1.0,"[0.12485066196667122,0.8751493380333288]",Yellow Onions
1819,45007,1.0,1.0,"[0.34170536118273254,0.6582946388172675]",Organic Zucchini
1842,31915,1.0,1.0,"[0.11635992422579954,0.8836400757742005]",Organic Red Delicious Apple
2024,4428,1.0,1.0,"[0.10551732924124883,0.8944826707587512]",Organic Mushroom & Olive Pizza
2024,13996,1.0,1.0,"[0.10551732924124883,0.8944826707587512]",Giant Peach
2024,2081,0.0,1.0,"[0.12432584443093367,0.8756741555690664]",Crispy Seasoned Potato Puffs with Roasted Garlic & Cracked Pepper
2024,2081,1.0,1.0,"[0.12432584443093367,0.8756741555690664]",Crispy Seasoned Potato Puffs with Roasted Garlic & Cracked Pepper
2024,49075,1.0,1.0,"[0.12432584443093367,0.8756741555690664]",Organic Brown Rice
2024,1970,1.0,1.0,"[0.34388136876632464,0.6561186312336753]",Chicken Enchiladas
2024,46802,1.0,1.0,"[0.34291405637414424,0.6570859436258558]",Pineapple Chunks
2024,27551,1.0,1.0,"[0.34388136876632464,0.6561186312336753]",100% Juice Smoothie Orange Carrot Flavor
2095,40706,1.0,1.0,"[0.12485066196667122,0.8751493380333288]",Organic Grape Tomatoes
2095,25072,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Organic Cheddar Snack Mix
2118,26029,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",French Bread Pizza Cheese
2118,18019,1.0,1.0,"[0.15415966228335462,0.8458403377166454]",Macaroni & Cheese Dinner Original Flavor
2118,35199,1.0,1.0,"[0.1997303386535889,0.8002696613464111]",100% Apple Juice
2118,36961,1.0,1.0,"[0.4975096100758225,0.5024903899241775]",Pink Cripps Apple
2118,12962,1.0,1.0,"[0.4975096100758225,0.5024903899241775]",Apricot Preserves
2146,19895,0.0,1.0,"[0.49159294318089874,0.5084070568191013]",Sliced Prosciutto
2154,27104,1.0,1.0,"[0.2490591967622722,0.7509408032377278]",Fresh Cauliflower
2154,29987,1.0,1.0,"[0.3314926140572972,0.6685073859427029]",Shredded Mozzarella
2154,47766,0.0,1.0,"[0.32849436868857906,0.6715056313114209]",Organic Avocado
2222,43749,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Organic Ice Cream Vanilla Bean
2276,32139,1.0,1.0,"[0.15415966228335462,0.8458403377166454]",Hommus Classic Original
2276,21526,1.0,1.0,"[0.34290585316406613,0.6570941468359339]",Organic Golden Round Crackers
2276,44765,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Colby Cheese Sticks
2282,13176,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Bag of Organic Bananas
2282,38689,1.0,1.0,"[0.11225771679990933,0.8877422832000906]",Organic Reduced Fat Milk
2282,47766,1.0,1.0,"[0.15635465740472632,0.8436453425952737]",Organic Avocado
2282,45066,1.0,1.0,"[0.2490591967622722,0.7509408032377278]",Honeycrisp Apple
2282,21616,0.0,1.0,"[0.4950551614256886,0.5049448385743114]",Organic Baby Arugula
2283,32052,1.0,1.0,"[0.4949143445407659,0.5050856554592341]",Organic Brown Rice Cake Salt-Free
2283,45007,0.0,1.0,"[0.4925000096002255,0.5074999903997746]",Organic Zucchini
2370,24852,1.0,1.0,"[0.15403011658892604,0.8459698834110739]",Banana
2370,21137,1.0,1.0,"[0.1958954817458989,0.8041045182541011]",Organic Strawberries
2370,41983,0.0,1.0,"[0.2506553318966807,0.7493446681033193]",Le Brie Mini Soft Ripened Cheese
2370,22035,1.0,1.0,"[0.4931189413892991,0.5068810586107009]",Organic Whole String Cheese
2370,26209,0.0,1.0,"[0.4931189413892991,0.5068810586107009]",Limes
2376,3836,0.0,1.0,"[0.48903835427691755,0.5109616457230824]",Spinach And Artichoke Hummus
2382,137,1.0,1.0,"[0.19970485070942243,0.8002951492905775]",Very Vanilla Soymilk
2450,46584,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",YoKids Blueberry & Strawberry/Vanilla Yogurt
2461,37335,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Thin Whole Wheat Sandwich Buns
2461,35168,1.0,1.0,"[0.12174169751151893,0.878258302488481]",Ezekiel 4:9 Sprouted Grain Tortillas
2461,22959,1.0,1.0,"[0.15259798818553993,0.8474020118144601]",Reduced Fat Milk 100% Lactose Free
2461,31343,0.0,1.0,"[0.49535557261722357,0.5046444273827764]",Shredded Mild Cheddar Cheese
2504,13176,1.0,1.0,"[0.1554654925281321,0.8445345074718679]",Bag of Organic Bananas
2504,1890,1.0,1.0,"[0.19903969662226673,0.8009603033777333]",Organic Large Grade A Eggs
2504,28934,0.0,1.0,"[0.4964280242135251,0.503571975786475]",Frozen Broccoli Florets
2528,44873,0.0,1.0,"[0.3301490754445589,0.6698509245554412]",Organic Original Barbeque Sauce
2546,4920,1.0,1.0,"[0.07318465329485951,0.9268153467051405]",Seedless Red Grapes
2546,49683,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Cucumber Kirby
2546,49683,0.0,1.0,"[0.07360440538823405,0.9263955946117659]",Cucumber Kirby
2546,49683,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Cucumber Kirby
2546,46069,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Supergreens!
2546,4472,1.0,1.0,"[0.10490647821810717,0.8950935217818928]",Toasted Coconut Almondmilk Blend
2546,18883,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Honeydew Chunks
2546,43961,1.0,1.0,"[0.17146201741079808,0.8285379825892019]",Organic Peeled Whole Baby Carrots
2546,33579,1.0,1.0,"[0.20427012472758407,0.7957298752724159]","Potato Chips, Avocado Oil, Kettle Style, Barcelona Barbecue"
2566,36186,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Large Grade AA Organic Eggs
2566,36186,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Large Grade AA Organic Eggs
2566,29487,1.0,1.0,"[0.10490647821810717,0.8950935217818928]",Roma Tomato
2566,24852,1.0,1.0,"[0.11225771679990933,0.8877422832000906]",Banana
2566,11777,1.0,1.0,"[0.12485066196667122,0.8751493380333288]",Red Raspberries
2566,7600,1.0,1.0,"[0.25292969060839793,0.747070309391602]",Mild Chunky Salsa
2566,28842,0.0,1.0,"[0.34291405637414424,0.6570859436258558]",Bunched Cilantro
2566,28842,1.0,1.0,"[0.34291405637414424,0.6570859436258558]",Bunched Cilantro
2566,30406,1.0,1.0,"[0.49855135241856924,0.5014486475814308]",Butternut Squash
2566,25591,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",Brown Rice
2566,6252,1.0,1.0,"[0.49855135241856924,0.5014486475814308]",Frijoles Negros Black Beans
2566,39275,1.0,1.0,"[0.4961367031241091,0.5038632968758909]",Organic Blueberries
2592,26209,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Limes
2592,26209,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Limes
2592,28156,1.0,1.0,"[0.11171713574447298,0.888282864255527]",Total 0% Nonfat Plain Greek Yogurt
2592,22935,1.0,1.0,"[0.33126167842263304,0.668738321577367]",Organic Yellow Onion
2592,42265,1.0,1.0,"[0.33126167842263304,0.668738321577367]",Organic Baby Carrots
2592,10644,0.0,1.0,"[0.3334048630261434,0.6665951369738565]",Italian Extra Virgin Olive Oil
2592,37687,0.0,1.0,"[0.49543095114482927,0.5045690488551707]",Organic Spring Mix
2592,20632,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",Mache Rosettes French Salad Mix
2658,48949,1.0,1.0,"[0.08416690616377409,0.9158330938362259]",Low Fat Strawberry Milk
2658,48949,1.0,1.0,"[0.08416690616377409,0.9158330938362259]",Low Fat Strawberry Milk
2658,48949,1.0,1.0,"[0.08416690616377409,0.9158330938362259]",Low Fat Strawberry Milk
2658,29429,1.0,1.0,"[0.16816119842262872,0.8318388015773712]",Crunch Berries Cereal
2658,49028,0.0,1.0,"[0.20427012472758407,0.7957298752724159]",Yogurt Raisins
2658,530,0.0,1.0,"[0.4986480260249347,0.5013519739750654]",7UP
2696,41588,1.0,1.0,"[0.33244400858304884,0.6675559914169511]",Firm Tofu
2747,3800,1.0,1.0,"[0.19970485070942243,0.8002951492905775]",Hampshire 100% Natural Sour Cream
2747,18439,0.0,1.0,"[0.3306285012257618,0.6693714987742382]",Sliced Sourdough Bread
2747,5721,0.0,1.0,"[0.4975664159105852,0.5024335840894147]",Vintner's Reserve Zinfandel 2012
2799,5212,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Watermelon Chunks
2799,14211,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Baby Food Stage 2 Pumpkin Banana
2799,21137,0.0,1.0,"[0.12544581916834854,0.8745541808316515]",Organic Strawberries
2799,22298,0.0,1.0,"[0.19915890266246888,0.8008410973375311]",Yo Baby Organic Whole Milk Banana Mango Yogurt
2799,10831,1.0,1.0,"[0.19915890266246888,0.8008410973375311]",Yobaby Organic Plain Yogurt
2799,27098,0.0,1.0,"[0.25146884355382615,0.7485311564461739]","Baby Food, Organic, Peach, Banana & Raspberry with Quinoa, 2 (6 Months & Up)"
2799,7177,0.0,1.0,"[0.25146884355382615,0.7485311564461739]",Mini Babybel Mozzarella Cheese
2799,30529,1.0,1.0,"[0.23876537757322772,0.7612346224267723]",Stage 2 Pear Pumpkin Baby Food
2799,30720,0.0,1.0,"[0.33168557824966644,0.6683144217503336]",Sugar Snap Peas
2799,47766,1.0,1.0,"[0.32774052515862107,0.6722594748413789]",Organic Avocado
2815,24852,1.0,1.0,"[0.10490647821810717,0.8950935217818928]",Banana
2815,38293,0.0,1.0,"[0.2500646670087574,0.7499353329912426]",Ground Turkey Breast
2815,33342,1.0,1.0,"[0.34290585316406613,0.6570941468359339]",Organic Red Grape Tomato Package
2965,34969,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Red Vine Tomato
2965,26604,1.0,1.0,"[0.15563895521891818,0.8443610447810819]",Organic Blackberries
2965,22935,1.0,1.0,"[0.15563895521891818,0.8443610447810819]",Organic Yellow Onion
2965,41007,1.0,1.0,"[0.20039722328697637,0.7996027767130236]",Toffee & Sea Salt Milk Chocolate Bar
2965,41007,1.0,1.0,"[0.20039722328697637,0.7996027767130236]",Toffee & Sea Salt Milk Chocolate Bar
2976,23576,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Sweet Greens and Lemon Vegetable and Fruit Juice Blend
2976,23576,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Sweet Greens and Lemon Vegetable and Fruit Juice Blend
2976,42768,0.0,1.0,"[0.49643712537359563,0.5035628746264044]",Organic Garbanzo Beans
2976,22935,0.0,1.0,"[0.4950950247105889,0.504904975289411]",Organic Yellow Onion
2976,10932,1.0,1.0,"[0.49965426389442885,0.5003457361055712]",Spearmint Natural Chewing Gum
3019,20082,1.0,1.0,"[0.12347816052922866,0.8765218394707713]",Organic Whole Milk with DHA Omega-3
3019,20082,1.0,1.0,"[0.12347816052922866,0.8765218394707713]",Organic Whole Milk with DHA Omega-3
3033,46149,0.0,1.0,"[0.324532109469477,0.6754678905305229]",Zero Calorie Cola
3033,196,1.0,1.0,"[0.3235923816342738,0.6764076183657262]",Soda
3048,27086,1.0,1.0,"[0.12470644546630742,0.8752935545336926]",Half & Half
3048,14523,1.0,1.0,"[0.15328071206065277,0.8467192879393473]",Organic  No Salt Sprouted Multigrain Bread
3048,37637,0.0,1.0,"[0.49383850726358086,0.5061614927364191]",Pure Cane Confectioners Powdered Sugar
